datePk;dateId;dateYear;dateYearISO;dateMonthYear;dateWeekYearISO;dateQuarterYear;dateMonth;dateDay;dateDaySuffix;dateWeekDay;dateWeekDayName;dateWeekDayNameShort;dateWeekDayNameFirstLetter;dateDayOfYear;dateWeekOfMonth;dateWeekOfYear;dateWeekOfYearISO;dateMonthName;dateMonthNameShort;dateMonthNameFirstLetter;dateQuarter;dateQuarterName;dateQuarterShort;dateIsWeekend;dateIsHolidayInd;dateWeekDayStartsMonday;dateWeekDayNamePL;dateMonthNamePL;dateWeekOfYearStartsMonday;firstDayWorkBefore;firstDayWorkAfter;firstDayNoHolidayNoSaturdayAfter;firstDayNoHolidayNoSundayAfter;firstDayNoHolidayNoSaturdayAfterData;firstDayNoSaturdayNoHolidayOrSundayHolidayName;firstDayNoSaturdayNoHolidayOrSundayHolidayIsHoliday;firstDayNoSaturdayNoHolidayOrSundayHoliday;isThuHolyday;isFriHolyday;isSatHolyday;isWeekendParcelServiceBreakInd;courierBillingPeriodDateFk;courierBillingPeriodStartDateFk;courierBillingPeriodEndDateFk;xlsDate;dwhDateFrom;dwhDateTo;dwhCurrRec;dwhAuditCd;dwhAuditCp;dwhAuditMd;dwhAuditMp
20220917;2022-09-17;2022;2022;09.2022;T37-2022;Q3-2022;9;17;th;7;Saturday;SAT;S;260;3;38;37;September;SEP;S;3;Third;Qtr 3;1;0;6;Sobota;Wrzesień;38;20220916;20220919;20220918;20220919;20220918;SUN;0;20220918;0;0;0;0;20220916;20220916;20220930;44821;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230114;2023-01-14;2023;2023;01.2023;T2-2023;Q1-2023;1;14;th;7;Saturday;SAT;S;14;2;2;2;January;JAN;J;1;First;Qtr 1;1;0;6;Sobota;Styczeń;3;20230113;20230116;20230115;20230116;20230115;SUN;0;20230115;0;0;0;0;20230101;20230101;20230115;44940;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230120;2023-01-20;2023;2023;01.2023;T3-2023;Q1-2023;1;20;th;6;Friday;FRI;F;20;3;3;3;January;JAN;J;1;First;Qtr 1;0;0;5;Piątek;Styczeń;4;20230119;20230123;20230122;20230121;20230122;SUN;0;20230122;0;0;0;0;20230116;20230116;20230131;44946;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230129;2023-01-29;2023;2023;01.2023;T4-2023;Q1-2023;1;29;th;1;Sunday;SUN;S;29;5;5;4;January;JAN;J;1;First;Qtr 1;1;0;7;Niedziela;Styczeń;5;20230127;20230130;20230130;20230130;20230130;MON;0;20230130;0;0;0;0;20230116;20230116;20230131;44955;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230124;2023-01-24;2023;2023;01.2023;T4-2023;Q1-2023;1;24;th;3;Tuesday;TUE;T;24;4;4;4;January;JAN;J;1;First;Qtr 1;0;0;2;Wtorek;Styczeń;5;20230123;20230125;20230125;20230125;20230125;WED;0;20230125;0;0;0;0;20230116;20230116;20230131;44950;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211001;2021-10-01;2021;2021;10.2021;T39-2021;Q4-2021;10;1;st;6;Friday;FRI;F;274;1;40;39;October;OCT;O;4;Fourth;Qtr 4;0;0;5;Piątek;Październik;40;20210930;20211004;20211003;20211002;20211003;SUN;0;20211003;0;0;0;0;20211001;20211001;20211015;44470;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220308;2022-03-08;2022;2022;03.2022;T10-2022;Q1-2022;3;8;th;3;Tuesday;TUE;T;67;2;11;10;March;MAR;M;1;First;Qtr 1;0;0;2;Wtorek;Marzec;11;20220307;20220309;20220309;20220309;20220309;WED;0;20220309;0;0;0;0;20220301;20220301;20220315;44628;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220918;2022-09-18;2022;2022;09.2022;T37-2022;Q3-2022;9;18;th;1;Sunday;SUN;S;261;4;39;37;September;SEP;S;3;Third;Qtr 3;1;0;7;Niedziela;Wrzesień;38;20220916;20220919;20220919;20220919;20220919;MON;0;20220919;0;0;0;0;20220916;20220916;20220930;44822;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221222;2022-12-22;2022;2022;12.2022;T51-2022;Q4-2022;12;22;nd;5;Thursday;THU;T;356;4;52;51;December;DEC;D;4;Fourth;Qtr 4;0;0;4;Czwartek;Grudzień;52;20221221;20221223;20221223;20221223;20221223;FRI;0;20221223;0;0;0;0;20221216;20221216;20221231;44917;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220623;2022-06-23;2022;2022;06.2022;T25-2022;Q2-2022;6;23;rd;5;Thursday;THU;T;174;4;26;25;June;JUN;J;2;Second;Qtr 2;0;0;4;Czwartek;Czerwiec;26;20220622;20220624;20220624;20220624;20220624;FRI;0;20220624;0;0;0;0;20220616;20220616;20220630;44735;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220102;2022-01-02;2022;2021;01.2022;T52-2021;Q1-2022;1;2;nd;1;Sunday;SUN;S;2;2;2;52;January;JAN;J;1;First;Qtr 1;1;0;7;Niedziela;Styczeń;1;20211231;20220103;20220103;20220103;20220103;MON;0;20220103;0;0;0;1;20220101;20220101;20220115;44563;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220929;2022-09-29;2022;2022;09.2022;T39-2022;Q3-2022;9;29;th;5;Thursday;THU;T;272;5;40;39;September;SEP;S;3;Third;Qtr 3;0;0;4;Czwartek;Wrzesień;40;20220928;20220930;20220930;20220930;20220930;FRI;0;20220930;0;0;0;0;20220916;20220916;20220930;44833;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200701;2020-07-01;2020;2020;07.2020;T27-2020;Q3-2020;7;1;st;4;Wednesday;WED;W;183;1;27;27;July;JUL;J;3;Third;Qtr 3;0;0;3;Środa;Lipiec;27;20200630;20200702;20200702;20200702;20200702;THU;0;20200702;0;0;0;NULL;20200701;20200701;20200715;44013;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200729;2020-07-29;2020;2020;07.2020;T31-2020;Q3-2020;7;29;th;4;Wednesday;WED;W;211;5;31;31;July;JUL;J;3;Third;Qtr 3;0;0;3;Środa;Lipiec;31;20200728;20200730;20200730;20200730;20200730;THU;0;20200730;0;0;0;NULL;20200716;20200716;20200731;44041;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200918;2020-09-18;2020;2020;09.2020;T38-2020;Q3-2020;9;18;th;6;Friday;FRI;F;262;3;38;38;September;SEP;S;3;Third;Qtr 3;0;0;5;Piątek;Wrzesień;38;20200917;20200921;20200920;20200919;20200920;SUN;0;20200920;0;0;0;NULL;20200916;20200916;20200930;44092;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211024;2021-10-24;2021;2021;10.2021;T42-2021;Q4-2021;10;24;th;1;Sunday;SUN;S;297;5;44;42;October;OCT;O;4;Fourth;Qtr 4;1;0;7;Niedziela;Październik;43;20211022;20211025;20211025;20211025;20211025;MON;0;20211025;0;0;0;0;20211016;20211016;20211031;44493;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20211004;2021-10-04;2021;2021;10.2021;T40-2021;Q4-2021;10;4;th;2;Monday;MON;M;277;2;41;40;October;OCT;O;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Październik;41;20211001;20211005;20211005;20211005;20211005;TUE;0;20211005;0;0;0;0;20211001;20211001;20211015;44473;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201111;2020-11-11;2020;2020;11.2020;T46-2020;Q4-2020;11;11;th;4;Wednesday;WED;W;316;2;46;46;November;NOV;N;4;Fourth;Qtr 4;0;1;3;Środa;Listopad;46;20201110;20201112;20201112;20201112;20201112;THU;0;20201112;0;0;0;NULL;20201101;20201101;20201115;44146;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201016;2020-10-16;2020;2020;10.2020;T42-2020;Q4-2020;10;16;th;6;Friday;FRI;F;290;3;42;42;October;OCT;O;4;Fourth;Qtr 4;0;0;5;Piątek;Październik;42;20201015;20201019;20201018;20201017;20201018;SUN;0;20201018;0;0;0;NULL;20201016;20201016;20201031;44120;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210320;2021-03-20;2021;2021;03.2021;T11-2021;Q1-2021;3;20;th;7;Saturday;SAT;S;79;3;12;11;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;12;20210319;20210322;20210321;20210322;20210321;SUN;0;20210321;0;0;0;0;20210316;20210316;20210331;44275;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210823;2021-08-23;2021;2021;08.2021;T34-2021;Q3-2021;8;23;rd;2;Monday;MON;M;235;4;35;34;August;AUG;A;3;Third;Qtr 3;0;0;1;Poniedziałek;Sierpień;35;20210820;20210824;20210824;20210824;20210824;TUE;0;20210824;0;0;0;0;20210816;20210816;20210831;44431;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220711;2022-07-11;2022;2022;07.2022;T28-2022;Q3-2022;7;11;th;2;Monday;MON;M;192;3;29;28;July;JUL;J;3;Third;Qtr 3;0;0;1;Poniedziałek;Lipiec;29;20220708;20220712;20220712;20220712;20220712;TUE;0;20220712;0;0;0;0;20220701;20220701;20220715;44753;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221018;2022-10-18;2022;2022;10.2022;T42-2022;Q4-2022;10;18;th;3;Tuesday;TUE;T;291;4;43;42;October;OCT;O;4;Fourth;Qtr 4;0;0;2;Wtorek;Październik;43;20221017;20221019;20221019;20221019;20221019;WED;0;20221019;0;0;0;0;20221016;20221016;20221031;44852;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220114;2022-01-14;2022;2022;01.2022;T2-2022;Q1-2022;1;14;th;6;Friday;FRI;F;14;3;3;2;January;JAN;J;1;First;Qtr 1;0;0;5;Piątek;Styczeń;3;20220113;20220117;20220116;20220115;20220116;SUN;0;20220116;0;0;0;0;20220101;20220101;20220115;44575;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220326;2022-03-26;2022;2022;03.2022;T12-2022;Q1-2022;3;26;th;7;Saturday;SAT;S;85;4;13;12;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;13;20220325;20220328;20220327;20220328;20220327;SUN;0;20220327;0;0;0;0;20220316;20220316;20220331;44646;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200319;2020-03-19;2020;2020;03.2020;T12-2020;Q1-2020;3;19;th;5;Thursday;THU;T;79;3;12;12;March;MAR;M;1;First;Qtr 1;0;0;4;Czwartek;Marzec;12;20200318;20200320;20200320;20200320;20200320;FRI;0;20200320;0;0;0;NULL;20200316;20200316;20200331;43909;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200428;2020-04-28;2020;2020;04.2020;T18-2020;Q2-2020;4;28;th;3;Tuesday;TUE;T;119;5;18;18;April;APR;A;2;Second;Qtr 2;0;0;2;Wtorek;Kwiecień;18;20200427;20200429;20200429;20200429;20200429;WED;0;20200429;0;0;0;NULL;20200416;20200416;20200430;43949;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210709;2021-07-09;2021;2021;07.2021;T27-2021;Q3-2021;7;9;th;6;Friday;FRI;F;190;2;28;27;July;JUL;J;3;Third;Qtr 3;0;0;5;Piątek;Lipiec;28;20210708;20210712;20210711;20210710;20210711;SUN;0;20210711;0;0;0;0;20210701;20210701;20210715;44386;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210913;2021-09-13;2021;2021;09.2021;T37-2021;Q3-2021;9;13;th;2;Monday;MON;M;256;3;38;37;September;SEP;S;3;Third;Qtr 3;0;0;1;Poniedziałek;Wrzesień;38;20210910;20210914;20210914;20210914;20210914;TUE;0;20210914;0;0;0;0;20210901;20210901;20210915;44452;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201206;2020-12-06;2020;2020;12.2020;T49-2020;Q4-2020;12;6;th;1;Sunday;SUN;S;341;2;50;49;December;DEC;D;4;Fourth;Qtr 4;1;0;7;Niedziela;Grudzień;49;20201204;20201207;20201207;20201207;20201207;MON;0;20201207;0;0;0;NULL;20201201;20201201;20201215;44171;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221020;2022-10-20;2022;2022;10.2022;T42-2022;Q4-2022;10;20;th;5;Thursday;THU;T;293;4;43;42;October;OCT;O;4;Fourth;Qtr 4;0;0;4;Czwartek;Październik;43;20221019;20221021;20221021;20221021;20221021;FRI;0;20221021;0;0;0;0;20221016;20221016;20221031;44854;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220227;2022-02-27;2022;2022;02.2022;T8-2022;Q1-2022;2;27;th;1;Sunday;SUN;S;58;5;10;8;February;FEB;F;1;First;Qtr 1;1;0;7;Niedziela;Luty;9;20220225;20220228;20220228;20220228;20220228;MON;0;20220228;0;0;0;0;20220216;20220216;20220228;44619;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220312;2022-03-12;2022;2022;03.2022;T10-2022;Q1-2022;3;12;th;7;Saturday;SAT;S;71;2;11;10;March;MAR;M;1;First;Qtr 1;1;0;6;Sobota;Marzec;11;20220311;20220314;20220313;20220314;20220313;SUN;0;20220313;0;0;0;0;20220301;20220301;20220315;44632;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220404;2022-04-04;2022;2022;04.2022;T14-2022;Q2-2022;4;4;th;2;Monday;MON;M;94;2;15;14;April;APR;A;2;Second;Qtr 2;0;0;1;Poniedziałek;Kwiecień;15;20220401;20220405;20220405;20220405;20220405;TUE;0;20220405;0;0;0;0;20220401;20220401;20220415;44655;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200309;2020-03-09;2020;2020;03.2020;T11-2020;Q1-2020;3;9;th;2;Monday;MON;M;69;2;11;11;March;MAR;M;1;First;Qtr 1;0;0;1;Poniedziałek;Marzec;11;20200306;20200310;20200310;20200310;20200310;TUE;0;20200310;0;0;0;NULL;20200301;20200301;20200315;43899;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200313;2020-03-13;2020;2020;03.2020;T11-2020;Q1-2020;3;13;th;6;Friday;FRI;F;73;2;11;11;March;MAR;M;1;First;Qtr 1;0;0;5;Piątek;Marzec;11;20200312;20200316;20200315;20200314;20200315;SUN;0;20200315;0;0;0;NULL;20200301;20200301;20200315;43903;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200227;2020-02-27;2020;2020;02.2020;T9-2020;Q1-2020;2;27;th;5;Thursday;THU;T;58;5;9;9;February;FEB;F;1;First;Qtr 1;0;0;4;Czwartek;Luty;9;20200226;20200228;20200228;20200228;20200228;FRI;0;20200228;0;0;0;NULL;20200216;20200216;20200229;43888;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221228;2022-12-28;2022;2022;12.2022;T52-2022;Q4-2022;12;28;th;4;Wednesday;WED;W;362;5;53;52;December;DEC;D;4;Fourth;Qtr 4;0;0;3;Środa;Grudzień;53;20221227;20221229;20221229;20221229;20221229;THU;0;20221229;0;0;0;0;20221216;20221216;20221231;44923;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220812;2022-08-12;2022;2022;08.2022;T32-2022;Q3-2022;8;12;th;6;Friday;FRI;F;224;2;33;32;August;AUG;A;3;Third;Qtr 3;0;0;5;Piątek;Sierpień;33;20220811;20220816;20220814;20220813;20220814;SUN;0;20220814;0;0;0;0;20220801;20220801;20220815;44785;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220820;2022-08-20;2022;2022;08.2022;T33-2022;Q3-2022;8;20;th;7;Saturday;SAT;S;232;3;34;33;August;AUG;A;3;Third;Qtr 3;1;0;6;Sobota;Sierpień;34;20220819;20220822;20220821;20220822;20220821;SUN;0;20220821;0;0;0;0;20220816;20220816;20220831;44793;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220503;2022-05-03;2022;2022;05.2022;T18-2022;Q2-2022;5;3;rd;3;Tuesday;TUE;T;123;1;19;18;May;MAY;M;2;Second;Qtr 2;0;1;2;Wtorek;Maj;19;20220502;20220504;20220504;20220504;20220504;WED;0;20220504;0;0;0;0;20220501;20220501;20220515;44684;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231113;2023-11-13;2023;2023;11.2023;T46-2023;Q4-2023;11;13;th;2;Monday;MON;M;317;3;46;46;November;NOV;N;4;Fourth;Qtr 4;0;0;1;Poniedziałek;Listopad;47;20231110;20231114;20231114;20231114;20231114;TUE;0;20231114;0;0;0;0;20231101;20231101;20231115;45243;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231207;2023-12-07;2023;2023;12.2023;T49-2023;Q4-2023;12;7;th;5;Thursday;THU;T;341;2;49;49;December;DEC;D;4;Fourth;Qtr 4;0;0;4;Czwartek;Grudzień;50;20231206;20231208;20231208;20231208;20231208;FRI;0;20231208;0;0;0;0;20231201;20231201;20231215;45267;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230701;2023-07-01;2023;2023;07.2023;T26-2023;Q3-2023;7;1;st;7;Saturday;SAT;S;182;1;26;26;July;JUL;J;3;Third;Qtr 3;1;0;6;Sobota;Lipiec;27;20230630;20230703;20230702;20230703;20230702;SUN;0;20230702;0;0;0;0;20230701;20230701;20230715;45108;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230914;2023-09-14;2023;2023;09.2023;T37-2023;Q3-2023;9;14;th;5;Thursday;THU;T;257;3;37;37;September;SEP;S;3;Third;Qtr 3;0;0;4;Czwartek;Wrzesień;38;20230913;20230915;20230915;20230915;20230915;FRI;0;20230915;0;0;0;0;20230901;20230901;20230915;45183;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20231003;2023-10-03;2023;2023;10.2023;T40-2023;Q4-2023;10;3;rd;3;Tuesday;TUE;T;276;1;40;40;October;OCT;O;4;Fourth;Qtr 4;0;0;2;Wtorek;Październik;41;20231002;20231004;20231004;20231004;20231004;WED;0;20231004;0;0;0;0;20231001;20231001;20231015;45202;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230809;2023-08-09;2023;2023;08.2023;T32-2023;Q3-2023;8;9;th;4;Wednesday;WED;W;221;2;32;32;August;AUG;A;3;Third;Qtr 3;0;0;3;Środa;Sierpień;33;20230808;20230810;20230810;20230810;20230810;THU;0;20230810;0;0;0;0;20230801;20230801;20230815;45147;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230925;2023-09-25;2023;2023;09.2023;T39-2023;Q3-2023;9;25;th;2;Monday;MON;M;268;5;39;39;September;SEP;S;3;Third;Qtr 3;0;0;1;Poniedziałek;Wrzesień;40;20230922;20230926;20230926;20230926;20230926;TUE;0;20230926;0;0;0;0;20230916;20230916;20230930;45194;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20230218;2023-02-18;2023;2023;02.2023;T7-2023;Q1-2023;2;18;th;7;Saturday;SAT;S;49;3;7;7;February;FEB;F;1;First;Qtr 1;1;0;6;Sobota;Luty;8;20230217;20230220;20230219;20230220;20230219;SUN;0;20230219;0;0;0;0;20230216;20230216;20230228;44975;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220616;2022-06-16;2022;2022;06.2022;T24-2022;Q2-2022;6;16;th;5;Thursday;THU;T;167;3;25;24;June;JUN;J;2;Second;Qtr 2;0;1;4;Czwartek;Czerwiec;25;20220615;20220617;20220617;20220617;20220617;FRI;0;20220617;1;0;0;0;20220616;20220616;20220630;44728;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220128;2022-01-28;2022;2022;01.2022;T4-2022;Q1-2022;1;28;th;6;Friday;FRI;F;28;5;5;4;January;JAN;J;1;First;Qtr 1;0;0;5;Piątek;Styczeń;5;20220127;20220131;20220130;20220129;20220130;SUN;0;20220130;0;0;0;0;20220116;20220116;20220131;44589;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20220329;2022-03-29;2022;2022;03.2022;T13-2022;Q1-2022;3;29;th;3;Tuesday;TUE;T;88;5;14;13;March;MAR;M;1;First;Qtr 1;0;0;2;Wtorek;Marzec;14;20220328;20220330;20220330;20220330;20220330;WED;0;20220330;0;0;0;0;20220316;20220316;20220331;44649;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20221202;2022-12-02;2022;2022;12.2022;T48-2022;Q4-2022;12;2;nd;6;Friday;FRI;F;336;1;49;48;December;DEC;D;4;Fourth;Qtr 4;0;0;5;Piątek;Grudzień;49;20221201;20221205;20221204;20221203;20221204;SUN;0;20221204;0;0;0;0;20221201;20221201;20221215;44897;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200904;2020-09-04;2020;2020;09.2020;T36-2020;Q3-2020;9;4;th;6;Friday;FRI;F;248;1;36;36;September;SEP;S;3;Third;Qtr 3;0;0;5;Piątek;Wrzesień;36;20200903;20200907;20200906;20200905;20200906;SUN;0;20200906;0;0;0;NULL;20200901;20200901;20200915;44078;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210112;2021-01-12;2021;2021;01.2021;T2-2021;Q1-2021;1;12;th;3;Tuesday;TUE;T;12;3;3;2;January;JAN;J;1;First;Qtr 1;0;0;2;Wtorek;Styczeń;3;20210111;20210113;20210113;20210113;20210113;WED;0;20210113;0;0;0;0;20210101;20210101;20210115;44208;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210118;2021-01-18;2021;2021;01.2021;T3-2021;Q1-2021;1;18;th;2;Monday;MON;M;18;4;4;3;January;JAN;J;1;First;Qtr 1;0;0;1;Poniedziałek;Styczeń;4;20210115;20210119;20210119;20210119;20210119;TUE;0;20210119;0;0;0;0;20210116;20210116;20210131;44214;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200119;2020-01-19;2020;2020;01.2020;T3-2020;Q1-2020;1;19;th;1;Sunday;SUN;S;19;4;4;3;January;JAN;J;1;First;Qtr 1;1;0;7;Niedziela;Styczeń;3;20200117;20200120;20200120;20200120;20200120;MON;0;20200120;0;0;0;NULL;20200116;20200116;20200131;43849;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200123;2020-01-23;2020;2020;01.2020;T4-2020;Q1-2020;1;23;rd;5;Thursday;THU;T;23;4;4;4;January;JAN;J;1;First;Qtr 1;0;0;4;Czwartek;Styczeń;4;20200122;20200124;20200124;20200124;20200124;FRI;0;20200124;0;0;0;NULL;20200116;20200116;20200131;43853;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200212;2020-02-12;2020;2020;02.2020;T7-2020;Q1-2020;2;12;th;4;Wednesday;WED;W;43;3;7;7;February;FEB;F;1;First;Qtr 1;0;0;3;Środa;Luty;7;20200211;20200213;20200213;20200213;20200213;THU;0;20200213;0;0;0;NULL;20200201;20200201;20200215;43873;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201110;2020-11-10;2020;2020;11.2020;T46-2020;Q4-2020;11;10;th;3;Tuesday;TUE;T;315;2;46;46;November;NOV;N;4;Fourth;Qtr 4;0;0;2;Wtorek;Listopad;46;20201109;20201112;20201112;20201112;20201112;THU;0;20201112;0;0;0;NULL;20201101;20201101;20201115;44145;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20201121;2020-11-21;2020;2020;11.2020;T47-2020;Q4-2020;11;21;st;7;Saturday;SAT;S;326;3;47;47;November;NOV;N;4;Fourth;Qtr 4;1;0;6;Sobota;Listopad;47;20201120;20201123;20201122;20201123;20201122;SUN;0;20201122;0;0;0;NULL;20201116;20201116;20201130;44156;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210126;2021-01-26;2021;2021;01.2021;T4-2021;Q1-2021;1;26;th;3;Tuesday;TUE;T;26;5;5;4;January;JAN;J;1;First;Qtr 1;0;0;2;Wtorek;Styczeń;5;20210125;20210127;20210127;20210127;20210127;WED;0;20210127;0;0;0;0;20210116;20210116;20210131;44222;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20210917;2021-09-17;2021;2021;09.2021;T37-2021;Q3-2021;9;17;th;6;Friday;FRI;F;260;3;38;37;September;SEP;S;3;Third;Qtr 3;0;0;5;Piątek;Wrzesień;38;20210916;20210920;20210919;20210918;20210919;SUN;0;20210919;0;0;0;0;20210916;20210916;20210930;44456;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
20200812;2020-08-12;2020;2020;08.2020;T33-2020;Q3-2020;8;12;th;4;Wednesday;WED;W;225;3;33;33;August;AUG;A;3;Third;Qtr 3;0;0;3;Środa;Sierpień;33;20200811;20200813;20200813;20200813;20200813;THU;0;20200813;0;0;1;NULL;20200801;20200801;20200815;44055;1900-01-01;9999-12-31;1;2020-07-03 13:51:15.673;1904719;2020-07-03 13:51:15.673;1904719
